time,event,target,perpetrator,itype raw,institution,discipline,oldq,response,punishment,career,mental,life,comments,perpgender,oldlabel,someresponse,gendersquash,oldcleandiscipline,coarsediscipline,cleantarget,coarsetarget,itype,oldinstitution,label,cleaninstitution,cleandiscipline
12/6/2017 11:47:09,[Redacted after retaliation],[Redacted],[Redacted],"More Than One Institution (feel free to elaborate in ""Comments"")",[Redacted],Geography,,N/A,,I no longer attend social events that involve alcohol,Discomfort,"I intend on completing my PhD, but I will not likely pursue a career in academia","I realize these are minor instances, really just unprofessional behavior rather than harassment. But my discomfort in the above situations leads me to believe that they were only symptoms of more severe actions and attitudes toward women in academia. Others women's experiences with the men mentioned above likely have been much more damaging. ",Male,43075491074,yes,Male,Geography,Geography,[Redacted],[Redacted],Multiple,[Redacted],1404,,Geography
12/6/2017 11:45:25,"Undergraduate male student read creative piece aloud about sexual and/or fantasies with female and male students in the class, referring to us by name. Professor knew of the content of this piece prior to this student reading it aloud and allowed it to be read. In fact, she encouraged it.",Undergraduate student/ peer,Student: male peer; Professor: instructor/female,R2,University of West Georgia,English-Creative Writing,,I reported the incident formally though the Professor advised me not to; nothing happened to the student or to the Professor. Professor involved is female.,None,none,I'm very much aware that I am not the one in control of my body and that no one will face consequences for telling me they want to rape me or to harm me.,,,Male,43075489877,yes,Male,English-Creative Writing,English,Undergraduate Student/ Peer,Undergraduate,R2,University of West Georgia,1405,West Georgia,English;Creative Writing
12/6/2017 11:42:58,"Spring 2017 - The professor of our class made many inappropriate comments to the female students in our class. This included telling the male students to ""keep us in line,"" telling female students to smile, etc. The worst is that he made two separate rape jokes. I reported him after the first, and supposedly someone from the department spoke with him, but he made the second one (this time about pedophilia) after that conversation.",MBA Student,Professor,Other R1,Arizona State University,Business,,"They spoke with him, beyond that none to my knowledge.","None that I know of, he is still teaching classes.","I totally disengaged from the class. I'm sure it had an effect on my grade, and I decided not to pursue entrepreneurship anymore.",It really messed with my mental status. I'm a rape survivor and to hear someone make light of the worst moments of my life was horrible.,"I've decided that we need more female professors, so I'm trying to go back to school for a Ph.D. in hopes that I can be a positive influence.","In general I found a lot of misogyny in the MBA world. I think that ASU did an admirable job trying to combat it, but it wasn't enough. The male students in the program were worse than the professors though. Of course not all men, but there were a lot of guys in the program that were a least a little misogynistic. It would have helped if there were more female professors, female guest speakers, etc.",Male,43075488174,no,Male,Business,Business,Mba Student,Mba,Other R1,Arizona State ,1406,Arizona State,Business
12/6/2017 11:42:18,"in the early 1990s I was second year master's student at NYU. My girlfriend was an undergraduate senior at Yale. Both of us are people of color. At the time we were in the class of a professor who had some kind of dual appointment at both schools. This professor is a white male and he knew we were dating. Early in the semester, the professor began hanging out/drinking intensely with my girlfriend and another woman of color in their class. My girlfriend reported that after one such outing the professor insisted on walking her to her off campus apartment. At her door he began asking her to let him come inside, grabbing her and forcibly kissing her when she said no and attempting to open her jacket. She fought him off and he left. After this we both stopped attending his class. We discussed reporting him but my girlfriend wanted to move on. He either called or wrote to apologize and accepted a final paper from her without her further attendance. He did not reach out to me and as a result of the incident I stopped attending both my classes at NYU. I contacted him and my other professor asking for incompletes. The other professor granted me the incomplete, but he never replied and failed me. Confused how to navigate the incident and an F in a master's program I dropped out of graduate school and never returned. This eventually turned my incomplete into another F.",I was a second year master's student at NYU. My girlfriend was a senior at Yale.,He was a professor with a dual appointment/fellowship at both schools,"More Than One Institution (feel free to elaborate in ""Comments"")",Yale and NYU,Cinema Studies,,"None, we did not report","None, we did not report",I dropped out of graduate school and had to pay back student loans on a failed degree attempt. My girlfriend had difficulty graduating in time. She had considered graduate school but abandoned the idea.,We were both professionally aimless and depressed for a number of years. We broke up shortly after.,I have spent my life in para-academic contexts struggling to create the kind of community and work life that I think I could have had if I had stayed in school. I adjunct at a small local college and have been ineligible to apply for tenure track teaching positions because I have no terminal degree. I have thought about just getting a master's somewhere but am ashamed and confused about what happens when I show up with my NYU transcript and the two Fs.,,Male,43075487704,no,Male,Cinema Studies,Cinema,I was a second year master's student at NYU. My girlfriend was a senior at Yale.,I,Multiple,Yale and NYU,1407,Yale;NYU,Cinema Studies
12/6/2017 11:41:51,Extended abuse over 4 month period,Student,Professor (not supervisor),Elite Institution/Ivy League,,Psychology,,Wasn't reported,Wasn't reported,"Unclear yet, happened recently",Experienced major mental health problems during and afterwards,,,Male,43075487399,yes,Male,Psychology,Psychology,Student,Student,Elite Institution/Ivy League,,1408,,Psychology
12/6/2017 11:41:35,"A tenured faculty member in my MFA program repeatedly stalked, seduced, and harassed female grad students, often for many years after the fact. He was asked to leave the university and is now a tenured professor at a California university. ",Grad student,"tenured faculty, co-advisor to my thesis",Other R1,Arizona State University,MFA Creative Writing,,None officially. He was asked to leave unofficially.,He was asked to leave unofficially but now has a higher profile position in CA.,"None. I witnessed the systematic behavior and impact on my peers, but was not harassed myself.",Made me distrust faculty mentors and question the motives of men in positions of power who want to work with me.,,,Male,43075487214,no,Male,Mfa Creative Writing,Mfa,Grad Student,Grad,Other R1,Arizona State ,1409,Arizona State,Creative Writing
12/6/2017 11:39:16,,,,,,,,,,,,,,,43075485597,no,,,,,,,,1410,,
12/6/2017 11:37:37,"I had a sexual relationship with my M.A. advisor that was initiated by him.  He was well-known to have ""affairs"" with students and, in hindsight, he obviously groomed me. ",M.A. student,"M.A. advisor, full Professor",Other R1,University of Hawai'i,,,,,,Significantly negative,,,Male,43075484458,no,Male,,,M.A. Student,M,Other R1,University of Hawai'i,1411,Hawaii,
12/6/2017 11:33:51,"I experienced several interactions with my boss/supervisor as harrassment. On one of our conference trips, he said good night to me by touching my hip and giving me a kiss on the cheek. During another trip, I was staying in one appartment with him and other colleagues. We had separate rooms but shared a bathroom. One night when I came out of the bathroom, he was standing there only in a tshirt and his boxershorts. I just said good night and went to my room. 
Another colleague of mine  (same job position) once told me about the following incident that happened to her: Because he had taken over some work for her, she said that she owed him something. Then he said that he could think of something but this would be inappropriate. 
He often commented on our outfits (one colleague was asked why she did not wear skirts) and told us to use ""our charme"" for achieving some things, e.g. when doing interviews. This all happened between 2011 and 2014.","I was a PhD student and employed by the Political Science department at my university. The person in question was my boss, my PhD supervisor and examiner. The position was temporary and I had many different contracts. Although I was always promised the extension of my contract, it was never done at once and I was unsure how much conflict I could risk. Further, he graded my PhD.","He was full professor, he was my supervisor and the examiner of my PhD thesis.",Other R1,,Political Science,,none,none,"I think that his evaluation of my PhD thesis was influenced by how I reacted to him (being distant, less social) and his letters of recommendation for me became less positive.",It was very stressful because I was worried  that my reaction to him would have negative consequences for my PhD and my career. I further questioned whether I evaluated the situation correctly because other colleagues (mostly men) expressed less concerns about his behavior. I felt a bit alone and excluded from the research group. I had other colleagues though that were very supportive.,"I moved on to another university but his disrespecting behavior towards me still sometimes makes me doubt my qualifications. Further, I still see him at conferences and find it difficult to deal with him.",,Male,43075481838,no,Male,Political Science,Political,"I was a PhD student and employed by the Political Science department at my university. The person in question was my boss, my PhD supervisor and examiner. The position was temporary and I had many different contracts. Although I was always promised the extension of my contract, it was never done at once and I was unsure how much conflict I could risk. Further, he graded my PhD.",I,Other R1,,1412,,Political Science
12/6/2017 11:33:22,"I experienced several interactions with my boss/supervisor as harrassment. On one of our conference trips, he said good night to me by touching my hip and giving me a kiss on the cheek. During another trip, I was staying in one appartment with him and other colleagues. We had separate rooms but shared a bathroom. One night when I came out of the bathroom, he was standing there only in a tshirt and his boxershorts. I just said good night and went to my room. 
Another colleague of mine  (same job position) once told me about the following incident that happened to her: Because he had taken over some work for her, she said that she owed him something. Then he said that he could think of something but this would be inappropriate. 
He often commented on our outfits (one colleague was asked why she did not wear skirts) and told us to use ""our charme"" for achieving some things, e.g. when doing interviews. This all happened between 2011 and 2014.","I was a PhD student and employed by the Political Science department at my university. The person in question was my boss, my PhD supervisor and examiner. The position was temporary and I had many different contracts. Although I was always promised the extension of my contract, it was never done at once and I was unsure how much conflict I could risk. Further, he graded my PhD.","He was full professor, he was my supervisor and the examiner of my PhD thesis.",Other R1,,Political Science,,none,none,"I think that his evaluation of my PhD thesis was influenced by how I reacted to him (being distant, less social) and his letters of recommendation for me became less positive.",It was very stressful because I was worried  that my reaction to him would have negative consequences for my PhD and my career. I further questioned whether I evaluated the situation correctly because other colleagues (mostly men) expressed less concerns about his behavior. I felt a bit alone and excluded from the research group. I had other colleagues though that were very supportive.,"I moved on to another university but his disrespecting behavior towards me still sometimes makes me doubt my qualifications. Further, I still see him at conferences and find it difficult to deal with him.",,Male,43075481503,no,Male,Political Science,Political,"I was a PhD student and employed by the Political Science department at my university. The person in question was my boss, my PhD supervisor and examiner. The position was temporary and I had many different contracts. Although I was always promised the extension of my contract, it was never done at once and I was unsure how much conflict I could risk. Further, he graded my PhD.",I,Other R1,,1413,,Political Science
12/6/2017 11:33:19,"1. I was told how many women do not return to their pre-baby body status shortly after I returned from a maternity leave that I had to fight to have and congratulated for getting my pre-baby body back. Numerous jokes have been made regarding my breastfeeding status and need for ""pump breaks.""

2. I was told that I would not have trouble finding a job because I'm pretty.

3. I've been touched on the lower back and thighs by male colleagues.",1. Assistant Professor; 2. Doctoral student; 3. All of my life (but mostly as a postdoc),1. Professor and Associate Professor; 2. Associate Professor; 3. Professor,Other R1,,Psychology,,I did not report it.,,"I've felt that having a baby severely impacted my career in general, but has made it ""okay"" for many people to comment on my body, my appearance, how tired I look, my performance, etc.  I also always hear the words of my graduate school adviser who told me that I won't have trouble finding a job because I'm pretty. It haunts me - I want a job based on my ability, not my looks.","It always makes me second-guess myself. Did I do something that makes it okay to say these things to me? Am I living up to my looks? If I make a mistake, will people assume it is because I have competing factors in my life (e.g., my daughter)?",It makes me second-guess myself all of time in my life as well.  And it makes me terrified to raise my daughter in our society.,,1. Male; 2. Female; 3. Male,43075481466,yes,Other,Psychology,Psychology,1. Assistant Professor; 2. Doctoral student; 3. All of my life (but mostly as a postdoc),1,Other R1,,1414,,Psychology
12/6/2017 11:26:40,In my last year as an undergrad I was talking to a professor as we walked down the hall. He reached behind me and put his arm around me and grabbed my ass. I removed his hand and kept talking ,I was an undergrad student ,Full professor ,Other R1,University of Florida ,Wildlife Ecology,,Not reported,None ,None,Frustration ,None,,Male,43075476851,yes,Male,Wildlife Ecology,Wildlife,I Was An Undergrad Student ,I,Other R1,University of Florida ,1415,Florida ,
12/6/2017 11:26:30,"A full-time professor in the design department (not my major) followed me around while I was working on installing a student show. He often stared at me during this process, going out of his way to speak with me DURING his classes. A tenured illustration professor asked a friend of mine if she would be interested in doing some private figure modeling (nude) for him. A graphic design professor would address female peers in my class (including myself) as ""woman."" A full-time staff member at the school texted a student to tell her about his crush on her among other uncomfortable things. He was her boss and she was an undergraduate student-worker. A full-time professor in the film/video department would tell students about his home-life (including his unhappiness with his marriage), would drink and get high in front of students, and went so far as to begin harassing a student online and through texts/calls. He would ask students not to tell anyone about these moments. He often took students out drinking, especially on trips. A professor in graphic design was caught staring down a girl's shirt and caught mumbling under his breath, ""There is a God."" The chair of the photo department would inappropriately speak to female students, ignore male students, and harassed/intimidated a fellow employee. Would stand behind her and watch what she was doing at work for long durations. Etcetera...",Undergraduate and I worked here after I graduated,Professor or Colleague,Small Liberal Arts College,Columbus College of Art and Design,Art,,"The institution or those at the school confided in, have told many of us to speak with the harasser directly. Or it is simply so much a part of every department that it had become our day to day and we knew nothing we said would get anywhere. After many complaints regarding a specific professor, he got a promotion.",None.,,,I don't feel safe in academic environments and it often makes me question my decision and interest in being an educator.,,Male,43075476738,yes,Male,Art,Art,Undergraduate and I worked here after I graduated,Undergraduate,Small Liberal Arts College,Columbus College of Art and Design,1416,Columbus College of Art and Design,Art
12/6/2017 11:25:22,"The Lab Manager in the lab I was working in is a habitual sexual harasser. He has made sexual comments to many (if not most) of the female staff and students in the lab. This was especially egregious in situations where he was drinking alcohol (department parties, conferences, lab outings). On one occasion, he loudly and repeatedly asked female students and staff members (including me) about our masturbation habits. This was in from of our supervisor/primary investigator. On another occasion, another female student and I were comparing the boots we were wearing as they both had decorative straps on them. The lab manager interjected, asking us whether those straps were used to hold our legs up during sex. These are a few of the more salient incidents with this lab manager, there are many other passing comments made over the 3 years I worked in that lab that made me uncomfortable. While I didn't feel safe calling him out directly, I made it as clear as I could that his behaviour was unacceptable to me. I did not laugh or respond to his comments. I got the impression that he resented me for this, and he spoke negatively to our supervisor about me on several occasions. ",PhD student,Lab Manager in the lab I was a student in.,,,,,"The supervisor/primary investigator was aware of this issue in general, and even witnessed some of these incidents. I believe he warned the lab manager to stop, but it was obviously ineffective.",None.,"I withdrew from my PhD studies 3 years after joining this lab. However, the sexual harassment from the lab manager was only one of many reasons that I left my studies. ","During my time in this lab, the lab manager's behaviour constantly interfered with lab operations, as female lab members had to go out of their way to avoid working closely with him. I was pretty successful in avoiding him, but more than anything, this made angry. Why should the women of the lab have to accommodate his unacceptable behaviour?","I withdrew from my PhD studies, but this was only a small factor that contributed to my decision. Now that I'm in a new lab, I'm more vocal and outspoken about sexual harassment when I hear about or witness it. ",This was at a Canadian university - which I classified as R1 even if we don't really use that label.,,43075475948,yes,,,,Phd Student,Phd,,,1417,,
12/6/2017 11:24:28,"The Lab Manager in the lab I was working in is a habitual sexual harasser. He has made sexual comments to many (if not most) of the female staff and students in the lab. This was especially egregious in situations where he was drinking alcohol (department parties, conferences, lab outings). On one occasion, he loudly and repeatedly asked female students and staff members (including me) about our masturbation habits. This was in from of our supervisor/primary investigator. On another occasion, another female student and I were comparing the boots we were wearing as they both had decorative straps on them. The lab manager interjected, asking us whether those straps were used to hold our legs up during sex. These are a few of the more salient incidents with this lab manager, there are many other passing comments made over the 3 years I worked in that lab that made me uncomfortable. While I didn't feel safe calling him out directly, I made it as clear as I could that his behaviour was unacceptable to me. I did not laugh or respond to his comments. I got the impression that he resented me for this, and he spoke negatively to our supervisor about me on several occasions. ",PhD student,Lab Manager in the lab I was a student in.,Other R1,University of Ottawa,Medicine,,"The supervisor/primary investigator was aware of this issue in general, and even witnessed some of these incidents. I believe he warned the lab manager to stop, but it was obviously ineffective.",None.,"I withdrew from my PhD studies 3 years after joining this lab. However, the sexual harassment from the lab manager was only one of many reasons that I left my studies. ","During my time in this lab, the lab manager's behaviour constantly interfered with lab operations, as female lab members had to go out of their way to avoid working closely with him. I was pretty successful in avoiding him, but more than anything, this made angry. Why should the women of the lab have to accommodate his unacceptable behaviour?","I withdrew from my PhD studies, but this was only a small factor that contributed to my decision. Now that I'm in a new lab, I'm more vocal and outspoken about sexual harassment when I hear about or witness it. ",This was at a Canadian university - which I classified as R1 even if we don't really use that label.,Male,43075475320,yes,Male,Medicine,Medicine,Phd Student,Phd,Other R1,University of Ottawa,1418,Ottawa,Medicine
12/6/2017 11:23:34,"On 6/28/2017, my pharmacology professor asked me to stand up, and he closed his office door.  He then started to grope me, placing his hands on my stomach, going up my breasts, and I could feel him breathing in my ear.  He told me it was to help me ""get pleasure"".  He claimed I had no ability to ""have fun"".  Later in the afternoon, we were working with radioactive substances, and he once again closed the door and put his hands around me.  This time he bit and licked my right earl. I told him to stop and it hurt.  He laughed.  ",Student,Professor in pharmacology ,Other R1,University of Vermont,Pharmacology ,,"They actually took it more seriously than I thought.  They did an investigation.  I called the police, and they also did an investigation independent of the school.  They allowed him to remain at work though while this was going on, and I had to leave.  ",Not sure.  I left.  ,I couldn't finish my degree.  ,"Tremendously awful.  The predator targeted me because he knew I had a disability and said no one would believe me if I reported it.  He sad that if I said anything there would be bad consequences for him.  I did and people did believe me.  But, it's been hard because I have a feeding tube, and while he was groping me, he tried to pull it out.  Sadistic.  ","I don't think can ever go back to pharmacology and too bad, my lowest grade was an A.",,Male,43075474703,yes,Male,Pharmacology ,Pharmacology,Student,Student,Other R1,University of Vermont,1419,Vermont,Pharmacology
12/6/2017 11:16:35,"At the ArcticNet Conference where I was presenting a poster in a student poster competition I was left waiting to present to the final judge, who was a colleague and collaborator of my supervisor. He left me waiting well past the end of the time when I should have finished presenting. When I got up the courage to ask him when he was going to assess my presentation he looked me up and down and replied with a creepy ""Oh I've been judging you all night"". ",I was a Project Manager of a research project ,Colleague and collaborator of my supervisor (who was one of my employers) ,Elite Institution/Ivy League,,Geography ,,This happened at the ArcticNet Conference which has a poor reputation of addressing sexual harassment issues/complaints,None. ,"None, other than making me feel uncomfortable and wasting my time by making me wait when I could have been attending an important work meeting. ","Left feeling uncomfortable, annoyed, and demeaned. ","This, combined with interactions and similar stories I had heard about this individual made me think twice when my supervisor suggested a PhD that would have necessitated collaborating with this individual. I ultimately decided not to pursue the PhD at that time, although having to interact with this individual was not the main driver in my decision. ",Thank you for doing this important work. Academia desperately needs to change. ,Male,43075469850,yes,Male,Geography ,Geography,I was a Project Manager of a research project ,I,Elite Institution/Ivy League,,1420,,Geography
12/6/2017 11:11:42,[redacted],Graduate student,Tenure-Track assistant professor,"More Than One Institution (feel free to elaborate in ""Comments"")",,[redacted],,,,,,,,Male,43075466458,no,Male,[Redacted],[Redacted],Graduate Student,Graduate,Multiple,,1421,,
12/6/2017 11:04:04,"I was meeting a professor whith whom I studied Islamic Philosophy when he was visiting Hopkins. There isn't any specialist of Islamic Philosophy at Hopkins so he became my recommender. We kept meeting every year and I would send him papers that he read very carefully and gave me great feedbacks. Then the last time we were supposed to meet, at Harvard after his conference (he lives in Israel so I thought I could make the trip to Boston, and I thought we we had become ""friend"" by then...he's around 75 years old so I trusted him) he suggested by email to meet him in his room because he ""had breakfast"" and that I could bring my bathing suit to take advantage of the hot tub.",Graduate Student ,Professor ,"More Than One Institution (feel free to elaborate in ""Comments"")",We met at Johns Hopkins University but he is now teaching at Bar Ilan. He did his phd at Harvard and we were supposed to meet there because of a conference. ,Humanities ,,I canceled my trip and lost my plan ticket ,None ,I lost the recommender who can attest of my skills in Islamic Philosophy and Arabic. ,I was physically shaking the day before meeting him. I couldn't believe what he wrote in the email. I felt betrayed and distraught for few days. I also blamed myself for being so naive. ,Don't trust men even when they're 75 years old and seem to mean well. ,,Male,43075461163,yes,Male,Humanities ,Humanities,Graduate Student ,Graduate,Multiple,We met at Johns Hopkins University but he is now teaching at Bar Ilan. He did his phd at Harvard and we were supposed to meet there because of a conference. ,1422,Johns Hopkins;Bar Ilan,Humanities
12/6/2017 11:03:15,"Frequent occurrences of verbal sexual harassment at work, less frequent physical touching.",Senior administrator,Senior adviser to administration,Regional Teaching College,,Higher education administration,,"Removal of harasser under guise of retirement with significant severance package; although, later found out that he was retained as adviser ""behind the scenes.""","As he was well into retirement age, the only consequence was long-term financial.","After I named him, I began to lose support of my colleagues and then termination. Then almost a year of unemployment and now underemployment. Now unable to secure higher ed admin position among education network.","Anxiety, depression, assessed with PTSD.","I have several years until I can financially retire. I will likely have to move to another province, sell my home, etc if I want to resume work in higher education administration. Its been over a year and a half and I still second guess my decision to name my harasser. I would love to name him and my former organization if only to tear him down and everyone else in the cover up but what benefit would it be to me? Nothing. I have everything to lose and slowly am losing it. He had nothing to lose and still receives accolades.",,Male,43075460592,yes,Male,Higher Education Administration,Higher,Senior Administrator,Senior,Regional Teaching College,,1423,,Higher Education Administration
12/6/2017 11:01:38,"This was perhaps just the bad behavior of the individual, but as a collective, we all chose to remain silent and not report the incidents of sexual harassment on behalf of one of our colleagues. It's possible the administration knew about it, but didn't intervene. For the first two to three years that my cohort was in our PhD, one of our colleagues sexually harassed (groping and overt sexual comments and probably more that I don't personally know about) a large number of women in our program. We laughed about it and talked about it at the time because it was so persistent, but it was actually pretty bad. Why did we just go along with it? One night I was the target of his unwanted harassment. He kept announcing to the small group of people at a professional event that we had ""gotten naked in the bathroom/had sex in the bathroom"" (of course not true). He cornered me several times, trying to grope me and/or kiss me. It was so obvious that that another male colleague stepped in to ask if I was ok. I later called the perpetrator to tell him never to treat me like that again. His excuse was that he was high and he never apologized, just gave me more excuses for his behavior. He later went on to have a ""relationship"" with a young undergraduate student in one of his classes that seemed to have an f***ed up power-dynamic (obviously). I believe he is still teaching, so I would be very worried about hiring him to teach young women. He is winning awards and publishing books these days, so his power and opportunities for teaching are probably increasing. I've heard he is clean now, but I still wouldn't trust him. Obviously, this behavior is not as bad as some, but I wish I could protect his students. It makes me very sad and angry to think that he might still be out there, protected by the academy and his power, perhaps preying on students and women in the writing world. ",PhD Student,PhD Student / Colleague,Other R1,U of Houston,Literature,,None that I know of,None,"I have become disillusioned with the academy (partly because of his behavior, but for other reasons as well) and am no longer a part of it.",Disillusionment with men ,,,Male,43075459466,no,Male,Literature,Literature,Phd Student,Phd,Other R1,U of Houston,1424,Houston,Literature
12/6/2017 11:01:23,"While teaching an introductory composition class how to analyze images for their multimodal projects, a student interjected and asked if I had a Snapchat and if he could Snapchat me sometime. The rest of the class went silent and looked uncomfortable until I changed the subject and moved forward with the lesson plan. At the end of class, I pulled the student aside and told him to never talk to me like that again. He seemed confused that his comment was rude and inappropriate. ",Graduate Teaching Assistant,Undergraduate Student,Other R1,,English,,I emailed my program supervisor and the composition coordinator about the situation. They encouraged me to keep them in the loop if the student harassed me again.,None,None,"None, but made me feel a little wary of male students",None,,Male,43075459295,yes,Male,English,English,Graduate Teaching Assistant,Graduate,Other R1,,1425,,English
12/6/2017 10:48:26,"This is a minor incident but creeped me out nonetheless, and the way in which some colleagues blindly admire this guy has me experiencing cognitive dissonance and doubting my own instincts.  I was teaching in a prestigious program on campus that had been directed by the same faculty member for about 30 years.  The program is much resented because he controls it tightly and brags about how it takes only the ""best"" students, but he only lets some people teach in it.  I was admitted to this select company but by means of various indications, knew my ""place"" was to stay quiet and not challenge him.  A few years later at a graduation dinner with free drinks this man came closer than I felt comfortable, and then for no apparent reason, placed his hand on my lower back.  I moved away.  Shortly thereafter he retired.",Associate Prof.,Full professor and director of program I was teaching in ,Other Type of School,Catholic university in SF Bay Area,,,,,"I mentioned this to a trusted male colleague, who scoffed and made me feel like I was overreacting.  This in spite of the fact that the man in question (the program director) had been the subject of a sexual harassment lawsuit of some sort a few decades ago, which (rumor has it) was settled out of court; he was also part of a lawsuit alleging sexual and racial discrimination in his department, of which he was chair.  His accuser retired recently, and is known as ""crazy"" on campus.

Since telling my colleague about the incident, and being pooh-poohed, and since the election of a sexual-harasser-in-chief, and since #metoo, I have found it almost impossible to enjoy the friendship I formerly enjoyed with the trusted male colleague, who I now see as completely blind and in denial.  
",,,,Male,43075450302,no,Male,,,Associate Prof.,Associate,Other Type of School,Catholic university in SF Bay Area,1426,,
12/6/2017 10:47:59,"I was a PhD student who also happened to be pregnant. Faculty made comments like ""if she wanted to breed, she should have stayed home"" and ""don't you know what birth control is?""",Ph.D. Student,"Faculty - tenured professors. Fortunately, not my direct advisors. ",Other R1,,Geography,,"None - I didn't report it, but heard about the comments from my advisor and other students. ",None,Declined opportunities that involved those faculty.,Huge negative impact. Started working from home more and no longer pursued opportunities to engage with those faculty.,Made sure to choose an institution that was more family-friendly for my career.,,Male,43075449994,no,Male,Geography,Geography,Ph.D. Student,Ph,Other R1,,1427,,Geography
12/6/2017 10:47:59,"During my course this semester, my professor invited a visiting professor to speak to our class. Following the presentation, the visiting professor came up to me to complement me on the points I had raised during the discussion period. This conversation was brief and professional. Following the lecture, my classmates, professor and the visiting professor went to a pub. While everyone was listening, the visiting professor (who was sitting on the other side of a large table), stated that he and I had talked after the presentation, and that we had engaged in ""verbal intercourse"". He then commented on the fact that I was blushing. This all happened very publicly, in front of all my peers.",Student,"Tenured, visiting professor",Elite Institution/Ivy League,University of Toronto,Education,,"After reporting it to my professor, he has decided to change his policies in his classroom (e.g. make sure he knows the people he is invited to speak to his students, have an explicit anti-harassment policy for all his courses, and ensure all visitors are aware of the policy).",None,None,It was very embarrassing and it took me a few weeks to get up the nerve to tell my professor what had happened. I doubted whether or not I would be heard and supported. ,None,,Male,43075449994,yes,Male,Education,Education,Student,Student,Elite Institution/Ivy League,University of Toronto,1428,Toronto,Education
12/6/2017 10:45:40,"I was physically cornered by a student in an office with a closed door  in an attempt to intimidate me into modifying their grade in a way that was weirdly gendered and involved making comments that could be construed as sexual, which combined with the less than an inch between us, was very intimidating.
",Instructor,undergraduate,R2,,Sociology,,My department chair offered suggestions on how to avoid such issues in the future.,None,none,"I keep my office door locked at all times now, and only meet with students in public places",,"This is only one such example.  I was also backed physically up to my car at a community college by two male athletes in an attempt to intimidate me into modifying their grades.  While intimidation and close bodily proximity may not by necessity be interpreted as sexual, it was clearly a gendered attack on my sense of security that led to an investment in mace.  The school, in that case, simply shrugged and said that the parking lot was public property and no one was hurt. But then, I am only an adjunct.",Male,43075448378,yes,Male,Sociology,Sociology,Instructor,Instructor,R2,,1429,,Sociology
12/6/2017 10:41:03,"I was harassed by a young prof at Dalhousie, Halifax, NS.  The prof is a very fashionable guy and seems dependent on validation from students.  I am African Canadian and he took special care, in class, to stress I am not ""African"".  I went to his office to talk.  He told me he can provide favours if I will provide favours.  He continued with plenty of facial gestures and suggestive invitations.  I pretended not to understand.  He told me, """"Come on.  You are not that innocent"".  I left the office.  My mark is F.  ",student- working part time at various on-campus minimum wage jobs,prof--  full credit core course,Elite Institution/Ivy League,Dalhousie,I am afraid to state this for fear of further harraassment. ,,"None.  Told me it was ""cultural"" and 'friendly""","absolutely none--  his jokes got laughed at.  Dept thought it was 'cute""","F on my full credit, core class.  Unable to take additional credit until that class was repeated with a passing grade.  Delayed graduation.  I learned that safety is reserved for rich, majority students and fashionable exotics. ",I know I am unsafe and institution will not help me.  ,I know now I must protect myself.  The system has no respect or concern for my safety or protection.  ,I hope so.,Male,43075445176,no,Male,I Am Afraid To State This For Fear Of Further Harraassment. ,I,student- working part time at various on-campus minimum wage jobs,Student,Elite Institution/Ivy League,Dalhousie,1430,Dalhousie,
12/6/2017 10:40:10,"I debated whether to post this or not, as it's relatively minor, but I think it's important to chart the staggeringly broad range of creepiness to which women are subjected, and particularly women of color and/or international faculty, even (or especially) from otherwise well-intentioned leftist men in the form of  ""benign"" sexism/paternalism if you will.  Among many examples that have happened to me and others, I think the most revealing is this one: A female colleague from abroad was hired at the same time that I was.  For background, I'm a white American woman.  The chair of our department complimented her on her hair, appearance, outfits, smell, etc., and hugged her ""to welcome her to the department"" every time he saw her, for months, until she finally got up the nerve to say: ""No hugs.""   ","Assistant Prof, tenure track",Associate Prof and chair of dept,Other Type of School,a Catholic school in SF Bay Area,History,,,"Momentary embarrassment or confusion perhaps, and confirmation of his status as a jackass in our eyes. ",Not sure if it's related but the chair never signed the paperwork she needed to get her new classes approved; with this person it's hard to tell if it's just his normal incompetence or reprisal.  Luckily a new chair was in place the next year.,"I can't speak for my colleague but I know it caused her a lot of distress and we would spend a lot of time strategizing, trying to make sense of his actions, etc.  ",Just confirmed my instinct to stay away from this guy and never let him have any power over me if I could help it.,,Male,43075444559,no,Male,History,History,"Assistant Prof, Tenure Track",Assistant,Other Type of School,a Catholic school in SF Bay Area,1431,,History
